Record Id,Solution Number,Solution Owner.id,Solution Title,Published,Status,Product Name.id,No of comments,Created By.id,Modified By.id,Created Time,Modified Time,Currency,Exchange Rate,Question,Answer,Add Comment,Layout.id,Tag,Solution Image,User Modified Time,System Related Activity Time,User Related Activity Time,System Modified Time,Village.id,Expected Direct Beneficiary Reach,Endline Due Date,Endline Survey Completed,Baseline Survey Completed,Project Start Date,Project End Date,Donor 1 (D1).id,D1 - Interim Report Due,D1 - Amount Donated,Donor 3 (D3).id,D3 - Amount Donated,D3 - Interim Report Due,D1 - Final Report Due,D3 - Funds Received,D1 - Funds Received,D3 - Final Report Due,D2 - Interim Report Due,Donor 2 (D2).id,D2 - Final Report Due,D2 - Amount Donated,D2 - Funds Received,Funding Gap GBP,Project Type,Expected Direct Household Reach,KHTF Staff,Project Code,Household Surveys Needed,Gravel & Sand Sources,Other Donors List (D4),Suitable for UK Volunteers,No. In Water Committee,D4 - Amount Donated,D4 - Funds Received,D4 - Final Report Due,D4 - Interim Report Due,New Latrines Needed,Case Studies,Distance From New Source (m),Distance From New Tanks (m),Source Water Flow,Farmland Above  Source,No. Potential Sources,System Will Affect Farmland,Soil Type,No. Taps to Build,WASH Construction Challenges,Supplementary Sources,Village Water Sources,HH With V. Poor Latrines,Defecation Place When No Latrine,HH Without Latrines,Water Problems Description,Irrigation Problem,Infrastructure Built,Irrigation Construction Challenges,Water Ever Rationed,Distance From Old Source (m),HH With Latrines,Rai of Village Flat/Paddy Fields,Livelihoods Project Notes,WASH Project Notes,School.id,KHT Staff Owner,Crops Grown in Dry Season,Sufficient Water for Irrigation,Sufficient Water In Dry Season,Sufficient Water In Wet Season,Donor Notes,Other Villages,Monthly Expenditure Notes,Males,Education Project Notes,Females,No. of Buses/Dorms,THB GBP FX Rate,Project Budget THB,Other Schools,Monthly Expenditure THB,Access to Education Issues,Child Ages,Overheads THB,Project Proposal Cost THB,% Villagers Affected by Flooding in 2 Years,% Budget Spent,No. Tanks to Build,KY Project Account Spend THB,KHT Project Transfer List Spend THB,% Labour Paid,Manual Adjustments Notes,Manual Finance Adjustments,Total Spend THB,Budget Notes,Project Budget GBP,Project Linked to Other Projects,Endline Survey Actual Date,Other Project Notes,Month of Construction,Course (Scholars Only),School Type,Full Name (Scholar Only),No Interim Reports Due,Last Update,Village Proposal Date,Baseline Survey Date,D2 - Final Report Sent,D1 - Interim Report Sent,D4 - Interim Report Sent,D3 -  Interim Report Sent,D4 - Final Report Sent,D1 - Final Report Sent,D2 - Interim Report Sent,D3 - Final Report Sent,Unused Rai of Flat/Paddy Fields,No. Latrines to Build,Rai of Village Hill Farmland,Wooden Dams Used,Final Grade (Scholars Only),Cost per Beneficiary GBP (From Budget),Funds Remaining GBP,Pre-Project Water Tests,Endline Water Test Date,Failed Pre-Project Water Tests,Water Tests and Failures Notes,Pre-Project Water Test Date,Baseline Water Tests,Failed Baseline Water Tests,Baseline Water Test Date,Endline Water Tests,Failed Endline Water Tests,Pre-Project E Coli MPN/100ml,Baseline E Coli MPN,Endline E Coli MPN,Target Litres Per Person on Day 1,How Did KHT Identify the Project and Site,Corrective Work Requied,Locked,Corrective Work Details,Water Filters to Install,Latest WASH Result,All Donors,Record Status
zcrm_361303000001900247,361303000001900481,zcrm_361303000000269001,Ban Mae Khi 2015 Dorm Meals,false,6. Monitoring and Implementation Complete,zcrm_361303000000403229,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 03:47:00,2022-12-28 15:03:19,,,,,,zcrm_361303000000032011,,,2022-12-28 14:48:28,,,2022-12-28 15:03:19,zcrm_361303000000546098,50,,false,false,2015-05-03,2016-04-01,zcrm_361303000000654106,,,,,,,false,false,,,,,,false,0,Ongoing,,,1503,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000528034,,,,,,,,3000,,"Half rates in May, September, October, March",,,,40500,,,,,10500.0,30000,,25.93,,,,,"Overheads are an estimate, not finalised number",,10500,,0,false,,,,,,,true,2022-12-28 15:03:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,No Baseline or Endline Water Tests Conducted,Christadelphian Meal a Day Fund (CMaD),1
zcrm_361303000001900248,361303000001900358,zcrm_361303000000269001,Ban Mae La Pa Wai 2015 Dorm Meals,false,6. Monitoring and Implementation Complete,zcrm_361303000000403229,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 03:47:00,2022-12-28 15:03:19,,,,,,zcrm_361303000000032011,,,2022-12-28 14:48:50,,,2022-12-28 15:03:19,zcrm_361303000000527052,30,,false,false,2015-05-03,2016-04-01,zcrm_361303000000654106,,,,,,,false,false,,,,,,false,0,Ongoing,,,1504,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000528040,,,,,,,,1500,,"Half rates in May, September, October, March",,,,20250,,,,,5250.0,15000,,25.93,,,,,"Overheads are an estimate, not finalised number",,5250,,0,false,,,,,,,true,2022-12-28 15:03:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,No Baseline or Endline Water Tests Conducted,Christadelphian Meal a Day Fund (CMaD),1
zcrm_361303000001900249,361303000001900448,zcrm_361303000000269001,Ban Mae Tho 2015 Dorm Meals,false,6. Monitoring and Implementation Complete,zcrm_361303000000403229,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 03:47:00,2022-12-28 15:08:20,,,,,,zcrm_361303000000032011,,,2022-12-28 14:49:12,,,2022-12-28 15:08:20,zcrm_361303000000527053,40,,false,false,2015-05-03,2016-04-01,zcrm_361303000000654106,,,,,,,false,false,,,,,,false,0,Ongoing,,,1505,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000528036,,,,,,,,2000,,"Half rates in May, September, October, March",,,,27000,,,,,7000.0,20000,,25.93,,,,,"Overheads are an estimate, not finalised number",,7000,,0,false,,,,,,,true,2022-12-28 15:08:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,No Baseline or Endline Water Tests Conducted,Christadelphian Meal a Day Fund (CMaD),1
zcrm_361303000001900250,361303000001900405,zcrm_361303000000269001,Ban Mae Tho Tai 2015 Dorm Meals,false,6. Monitoring and Implementation Complete,zcrm_361303000000403229,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 03:47:00,2022-12-28 15:08:20,,,,,,zcrm_361303000000032011,,,2022-12-28 14:49:32,,,2022-12-28 15:08:20,zcrm_361303000000527054,30,,false,false,2015-05-03,2016-04-01,zcrm_361303000000654106,,,,,,,false,false,,,,,,false,0,Ongoing,,,1506,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000528041,,,,,,,,1000,,"Half rates in May, September, October, March",,,,13500,,,,,3500.0,10000,,25.93,,,,,"Overheads are an estimate, not finalised number",,3500,,0,false,,,,,,,true,2022-12-28 15:08:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,No Baseline or Endline Water Tests Conducted,Christadelphian Meal a Day Fund (CMaD),1
zcrm_361303000001900251,361303000001900387,zcrm_361303000000269001,Khun Yuam Wittaya 2015 Dorm Meals,false,6. Monitoring and Implementation Complete,zcrm_361303000000403229,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 03:47:00,2022-12-28 15:08:20,,,,,,zcrm_361303000000032011,,,2022-12-28 14:50:14,,,2022-12-28 15:08:20,zcrm_361303000000527066,100,,false,false,2015-05-03,2016-04-01,zcrm_361303000000654106,,,,,,,false,false,,,,,,false,0,Ongoing,,,1507,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000461077,,,,,,,,10000,,"Half rates in May, September, October, March",,,,135000,,,,,35000.0,100000,,25.93,,,,,"Overheads are an estimate, not finalised number",,35000,,0,false,,,,,,,true,2022-12-28 15:08:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,No Baseline or Endline Water Tests Conducted,Christadelphian Meal a Day Fund (CMaD),1
zcrm_361303000001900252,361303000001900390,zcrm_361303000000269001,Mae La Noi Duransik 2015 Dorm Meals,false,6. Monitoring and Implementation Complete,zcrm_361303000000403229,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 03:47:00,2022-12-28 15:08:20,,,,,,zcrm_361303000000032011,,,2022-12-28 14:49:54,,,2022-12-28 15:08:20,zcrm_361303000001899133,75,,false,false,2015-05-03,2016-04-01,zcrm_361303000000654106,,,,,,,false,false,,,,,,false,0,Ongoing,,,1508,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000528038,,,,,,,,10000,,"Half rates in May, September, October, March",,,,135000,,,,,35000.0,100000,,25.93,,,,,"Overheads are an estimate, not finalised number",,35000,,0,false,,,,,,,true,2022-12-28 15:08:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,No Baseline or Endline Water Tests Conducted,Christadelphian Meal a Day Fund (CMaD),1
zcrm_361303000001900253,361303000001900406,zcrm_361303000000269001,Ban Huay Kai Pa 2015 Dorm Meals,false,6. Monitoring and Implementation Complete,zcrm_361303000000403229,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 03:47:00,2022-08-05 07:15:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:58:12,,,2022-08-05 07:15:04,zcrm_361303000000527047,0,,false,false,2015-05-03,2016-04-01,,,,,,,,false,false,,,,,,false,0,Ongoing,,,1509,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000001881120,,,,,,,,5000,,,,,,67500,,,,,17500.0,50000,,25.93,,,,,"Overheads are an estimate, not finalised number",,17500,,0,false,,,,,,,true,2022-08-05 07:15:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001900254,361303000001900445,zcrm_361303000000269001,Ban Huay Pueng Mai 2014 Dorm Meals,false,6. Monitoring and Implementation Complete,zcrm_361303000000403229,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 03:47:00,2022-08-05 07:15:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:58:12,,,2022-08-05 07:15:04,zcrm_361303000000527048,50,,false,false,2014-05-03,2015-04-02,,,,,,,,false,false,,,,,,false,0,Ongoing,,,1401,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000522050,,,,,,,,3000,,"Half rates in May, September, October, March",,,,40500,,,,,10500.0,30000,,25.93,,,,,"Overheads are an estimate, not finalised number",,10500,,0,false,,,,,,,true,2022-08-05 07:15:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001900255,361303000001900415,zcrm_361303000000269001,Ban Huay San 2014 Dorm Meals,false,6. Monitoring and Implementation Complete,zcrm_361303000000403229,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 03:47:00,2022-08-05 07:15:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:58:12,,,2022-08-05 07:15:04,zcrm_361303000000527050,50,,false,false,2014-05-03,2015-04-02,,,,,,,,false,false,,,,,,false,0,Ongoing,,,1402,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000528033,,,,,,,,3000,,"Half rates in May, September, October, March",,,,40500,,,,,10500.0,30000,,25.93,,,,,"Overheads are an estimate, not finalised number",,10500,,0,false,,,,,,,true,2022-08-05 07:15:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001900256,361303000001900428,zcrm_361303000000269001,Ban Mae Khi 2014 Dorm Meals,false,6. Monitoring and Implementation Complete,zcrm_361303000000403229,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 03:47:00,2022-08-05 07:15:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:58:12,,,2022-08-05 07:15:04,zcrm_361303000000546098,50,,false,false,2014-05-03,2015-04-02,,,,,,,,false,false,,,,,,false,0,Ongoing,,,1403,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000528034,,,,,,,,3000,,"Half rates in May, September, October, March",,,,40500,,,,,10500.0,30000,,25.93,,,,,"Overheads are an estimate, not finalised number",,10500,,0,false,,,,,,,true,2022-08-05 07:15:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001900257,361303000001900438,zcrm_361303000000269001,Ban Mae La Pa Wai 2014 Dorm Meals,false,6. Monitoring and Implementation Complete,zcrm_361303000000403229,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 03:47:00,2022-08-05 07:15:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:58:12,,,2022-08-05 07:15:04,zcrm_361303000000527052,30,,false,false,2014-05-03,2015-04-02,,,,,,,,false,false,,,,,,false,0,Ongoing,,,1404,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000528040,,,,,,,,1500,,"Half rates in May, September, October, March",,,,20250,,,,,5250.0,15000,,25.93,,,,,"Overheads are an estimate, not finalised number",,5250,,0,false,,,,,,,true,2022-08-05 07:15:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001900258,361303000001900350,zcrm_361303000000269001,Ban Mae Tho 2014 Dorm Meals,false,6. Monitoring and Implementation Complete,zcrm_361303000000403229,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 03:47:00,2022-08-05 07:15:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:57:43,,,2022-08-05 07:15:04,zcrm_361303000000527053,40,,false,false,2014-05-03,2015-04-02,,,,,,,,false,false,,,,,,false,0,Ongoing,,,1405,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000528036,,,,,,,,2000,,"Half rates in May, September, October, March",,,,27000,,,,,7000.0,20000,,25.93,,,,,"Overheads are an estimate, not finalised number",,7000,,0,false,,,,,,,true,2022-08-05 07:15:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001900259,361303000001900407,zcrm_361303000000269001,Ban Mae Tho Tai 2014 Dorm Meals,false,6. Monitoring and Implementation Complete,zcrm_361303000000403229,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 03:47:00,2022-08-05 07:15:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:57:43,,,2022-08-05 07:15:04,zcrm_361303000000527054,30,,false,false,2014-05-03,2015-04-02,,,,,,,,false,false,,,,,,false,0,Ongoing,,,1406,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000528041,,,,,,,,1000,,"Half rates in May, September, October, March",,,,13500,,,,,3500.0,10000,,25.93,,,,,"Overheads are an estimate, not finalised number",,3500,,0,false,,,,,,,true,2022-08-05 07:15:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001900260,361303000001900359,zcrm_361303000000269001,Khun Yuam Wittaya 2014 Dorm Meals,false,6. Monitoring and Implementation Complete,zcrm_361303000000403229,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 03:47:00,2022-08-05 07:15:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:57:43,,,2022-08-05 07:15:04,zcrm_361303000000527066,100,,false,false,2014-05-03,2015-04-02,,,,,,,,false,false,,,,,,false,0,Ongoing,,,1407,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000461077,,,,,,,,10000,,"Half rates in May, September, October, March",,,,135000,,,,,35000.0,100000,,25.93,,,,,"Overheads are an estimate, not finalised number",,35000,,0,false,,,,,,,true,2022-08-05 07:15:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001900261,361303000001900416,zcrm_361303000000269001,Mae La Noi Duransik 2014 Dorm Meals,false,6. Monitoring and Implementation Complete,zcrm_361303000000403229,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 03:47:00,2022-08-05 07:15:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:57:43,,,2022-08-05 07:15:04,zcrm_361303000001899133,75,,false,false,2014-05-03,2015-04-02,,,,,,,,false,false,,,,,,false,0,Ongoing,,,1408,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000528038,,,,,,,,10000,,"Half rates in May, September, October, March",,,,135000,,,,,35000.0,100000,,25.93,,,,,"Overheads are an estimate, not finalised number",,35000,,0,false,,,,,,,true,2022-08-05 07:15:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001900262,361303000001900378,zcrm_361303000000269001,Ban Huay Kai Pa 2014 Dorm Meals,false,6. Monitoring and Implementation Complete,zcrm_361303000000403229,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 03:47:00,2022-08-05 07:15:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:57:43,,,2022-08-05 07:15:04,zcrm_361303000000527047,0,,false,false,2014-05-03,2015-04-02,,,,,,,,false,false,,,,,,false,0,Ongoing,,,1409,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000001881120,,,,,,,,5000,,,,,,67500,,,,,17500.0,50000,,25.93,,,,,"Overheads are an estimate, not finalised number",,17500,,0,false,,,,,,,true,2022-08-05 07:15:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001900263,361303000001900367,zcrm_361303000000269001,Ban Huay Pueng Mai 2013 Dorm Meals,false,6. Monitoring and Implementation Complete,zcrm_361303000000403229,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 03:47:00,2022-08-05 07:15:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:57:43,,,2022-08-05 07:15:04,zcrm_361303000000527048,50,,false,false,2013-05-03,2014-04-02,,,,,,,,false,false,,,,,,false,0,Ongoing,,,1301,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000522050,,,,,,,,3000,,"Half rates in May, September, October, March",,,,40500,,,,,10500.0,30000,,25.93,,,,,"Overheads are an estimate, not finalised number",,10500,,0,false,,,,,,,true,2022-08-05 07:15:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001900264,361303000001900458,zcrm_361303000000269001,Ban Huay San 2013 Dorm Meals,false,6. Monitoring and Implementation Complete,zcrm_361303000000403229,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 03:47:00,2022-12-28 15:03:19,,,,,,zcrm_361303000000032011,,,2022-12-28 14:46:05,,,2022-12-28 15:03:19,zcrm_361303000000527050,50,,false,false,2013-05-03,2014-04-02,zcrm_361303000000654106,,,,,,,false,false,,,,,,false,0,Ongoing,,,1302,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000528033,,,,,,,,3000,,"Half rates in May, September, October, March",,,,40500,,,,,10500.0,30000,,25.93,,,,,"Overheads are an estimate, not finalised number",,10500,,0,false,,,,,,,true,2022-12-28 15:03:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,No Baseline or Endline Water Tests Conducted,Christadelphian Meal a Day Fund (CMaD),1
zcrm_361303000001900265,361303000001900459,zcrm_361303000000269001,Ban Mae Khi 2013 Dorm Meals,false,6. Monitoring and Implementation Complete,zcrm_361303000000403229,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 03:47:00,2022-12-28 15:03:19,,,,,,zcrm_361303000000032011,,,2022-12-28 14:45:38,,,2022-12-28 15:03:19,zcrm_361303000000546098,50,,false,false,2013-05-03,2014-04-02,zcrm_361303000000654106,,,,,,,false,false,,,,,,false,0,Ongoing,,,1303,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000528034,,,,,,,,3000,,"Half rates in May, September, October, March",,,,40500,,,,,10500.0,30000,,25.93,,,,,"Overheads are an estimate, not finalised number",,10500,,0,false,,,,,,,true,2022-12-28 15:03:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,No Baseline or Endline Water Tests Conducted,Christadelphian Meal a Day Fund (CMaD),1
zcrm_361303000001900266,361303000001900344,zcrm_361303000000269001,Ban Mae La Pa Wai 2013 Dorm Meals,false,6. Monitoring and Implementation Complete,zcrm_361303000000403229,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 03:47:00,2022-08-05 07:15:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:57:43,,,2022-08-05 07:15:04,zcrm_361303000000527052,30,,false,false,2013-05-03,2014-04-02,,,,,,,,false,false,,,,,,false,0,Ongoing,,,1304,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000528040,,,,,,,,1500,,"Half rates in May, September, October, March",,,,20250,,,,,5250.0,15000,,25.93,,,,,"Overheads are an estimate, not finalised number",,5250,,0,false,,,,,,,true,2022-08-05 07:15:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001900267,361303000001900369,zcrm_361303000000269001,Ban Mae Tho 2013 Dorm Meals,false,6. Monitoring and Implementation Complete,zcrm_361303000000403229,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 03:47:00,2022-08-05 07:15:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:57:43,,,2022-08-05 07:15:04,zcrm_361303000000527053,40,,false,false,2013-05-03,2014-04-02,,,,,,,,false,false,,,,,,false,0,Ongoing,,,1305,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000528036,,,,,,,,2000,,"Half rates in May, September, October, March",,,,27000,,,,,7000.0,20000,,25.93,,,,,"Overheads are an estimate, not finalised number",,7000,,0,false,,,,,,,true,2022-08-05 07:15:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001900268,361303000001900417,zcrm_361303000000269001,Ban Mae Tho Tai 2013 Dorm Meals,false,6. Monitoring and Implementation Complete,zcrm_361303000000403229,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 03:47:00,2022-08-05 07:15:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:57:43,,,2022-08-05 07:15:04,zcrm_361303000000527054,30,,false,false,2013-05-03,2014-04-02,,,,,,,,false,false,,,,,,false,0,Ongoing,,,1306,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000528041,,,,,,,,1000,,"Half rates in May, September, October, March",,,,13500,,,,,3500.0,10000,,25.93,,,,,"Overheads are an estimate, not finalised number",,3500,,0,false,,,,,,,true,2022-08-05 07:15:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001900269,361303000001900453,zcrm_361303000000269001,Khun Yuam Wittaya 2013 Dorm Meals,false,6. Monitoring and Implementation Complete,zcrm_361303000000403229,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 03:47:00,2022-12-28 15:03:19,,,,,,zcrm_361303000000032011,,,2022-12-28 14:44:45,,,2022-12-28 15:03:19,zcrm_361303000000527066,100,,false,false,2013-05-03,2014-04-02,zcrm_361303000000654106,,,,,,,false,false,,,,,,false,0,Ongoing,,,1307,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000461077,,,,,,,,10000,,"Half rates in May, September, October, March",,,,135000,,,,,35000.0,100000,,25.93,,,,,"Overheads are an estimate, not finalised number",,35000,,0,false,,,,,,,true,2022-12-28 15:03:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,No Baseline or Endline Water Tests Conducted,Christadelphian Meal a Day Fund (CMaD),1
zcrm_361303000001900270,361303000001900397,zcrm_361303000000269001,Mae La Noi Duransik 2013 Dorm Meals,false,6. Monitoring and Implementation Complete,zcrm_361303000000403229,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 03:47:00,2022-08-05 07:15:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:57:43,,,2022-08-05 07:15:04,zcrm_361303000001899133,75,,false,false,2013-05-03,2014-04-02,,,,,,,,false,false,,,,,,false,0,Ongoing,,,1308,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000528038,,,,,,,,10000,,"Half rates in May, September, October, March",,,,135000,,,,,35000.0,100000,,25.93,,,,,"Overheads are an estimate, not finalised number",,35000,,0,false,,,,,,,true,2022-08-05 07:15:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001900271,361303000001900360,zcrm_361303000000269001,Ban Huay Pueng Mai 2012 Dorm Meals,false,6. Monitoring and Implementation Complete,zcrm_361303000000403229,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 03:47:00,2022-08-05 07:15:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:57:43,,,2022-08-05 07:15:04,zcrm_361303000000527048,50,,false,false,2012-05-03,2013-04-02,,,,,,,,false,false,,,,,,false,0,Ongoing,,,1201,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000522050,,,,,,,,3000,,"Half rates in May, September, October, March",,,,40500,,,,,10500.0,30000,,25.93,,,,,"Overheads are an estimate, not finalised number",,10500,,0,false,,,,,,,true,2022-08-05 07:15:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
zcrm_361303000001900272,361303000001900473,zcrm_361303000000269001,Ban Huay San 2012 Dorm Meals,false,6. Monitoring and Implementation Complete,zcrm_361303000000403229,0,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 03:47:00,2022-08-05 07:15:04,,,,,,zcrm_361303000000032011,,,2022-08-05 06:57:43,,,2022-08-05 07:15:04,zcrm_361303000000527050,50,,false,false,2012-05-03,2013-04-02,,,,,,,,false,false,,,,,,false,0,Ongoing,,,1202,0,,,false,,,false,,,false,,,,,false,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000528033,,,,,,,,3000,,"Half rates in May, September, October, March",,,,40500,,,,,10500.0,30000,,25.93,,,,,"Overheads are an estimate, not finalised number",,10500,,0,false,,,,,,,true,2022-08-05 07:15:00,,,false,false,false,false,false,false,false,false,,,,,,0,0,,,,,,,,,,,,,,,,,false,,,,,1
