Record Id               ,Village Owner.id        ,Rating ,Village Name                  ,Phone ,Fax ,Parent Village.id ,Website ,Ticker Symbol ,Village Type ,Ownership ,Industry ,Employees ,Annual Revenue ,SIC Code ,Created By.id           ,Modified By.id          ,Created Time        ,Modified Time       ,Currency ,Exchange Rate ,Last Activity Time  ,Billing Street ,Shipping Street ,Billing City ,Shipping City ,Billing Province ,Shipping Province ,Billing Code ,Shipping Code ,Billing Country ,Shipping Country ,Description ,Layout.id               ,Village Number ,Village Site ,Score ,Positive Score ,Negative Score ,Positive Touch Point Score ,Touch Point Score ,Negative Touch Point Score ,Tag ,Village Image ,User Modified Time  ,System Related Activity Time ,User Related Activity Time ,System Modified Time ,Change Log Time ,Households ,Average Household Income ,Road Conditions                                    ,Total Population ,Latest Livelihoods Survey ,Potential KHT Projects                                                                                                                                          ,Latest Education Survey ,Potential Project Notes                                                                     ,Villagers Consulted                      ,GPS Latitude ,GPS Longitude ,Latest WASH Survey ,% Population Without Enough Rice ,District Id             ,Nearest Town Id         ,Children (Aged 0 - 18) ,Distance to Town (km) ,Adult Males ,Tribe ,Forest Department ,Adult Females ,Season Accesibility ,Average Annual HH Income (THB) ,Province     ,Village has Dorm ,Distance to Hospital (km) ,Annual Malaria Cases ,No. Children in Dorm ,Nearest Health Centre ,Distance to Pratom (km) ,Annual Typhoid Cases ,No. Students at Uni ,Distance to Health Centre (km) ,No. Children Go To Pratom ,Annual Stomarch Ulcer Cases ,No. Graduates ,Annual Diabetes Cases ,Nearest Mathayom (Seconary) Id ,Annual Cancer Cases ,No. Children Go To Mathayom ,Village Deaths in Last Year ,Distance to Mathayom (km) ,Common Diseases                                                                                                          ,Nearest Pratom (Primary) Id ,Village Schools   ,Nearest Hospital Id     ,Latest non-KHT Clean Water Project ,Latest non-KHT Rice Bank Project ,Latest non-KHT Electricity Project ,Sufficient Drinking Water in Dry Season ,Non-KHT Projects Comments                                                                      ,Latest non-KHT Animal Bank Project ,Previous Gov/Royal Aid Projects ,General Comments ,Latest non-KHT School Project ,Previous Non-KHT NGO Projects ,Current Water Sources                 ,Latest non-KHT Solar Project ,Latest non-KHT Road Project ,Sufficient Drinking Water in Wet Season ,Latest non-KHT Satelite Project ,Village's Name                ,Name of Village               ,Latest non-KHT Irrigation Project ,Number of People without Thai ID Cards ,Are Any KHT Staff Connected to the Village?               ,No. Children Living Away in Dormitories ,No. Children Who Don't Go to Mathayom but Should ,No. Children Who Don't Go to Pratom but Should ,Locked ,Hosted KHT Projects                                                      ,Last Enriched Time ,Enrich Status
zcrm_361303000000527065 ,zcrm_361303000000269001 ,       ,Ban Mae Poon                  ,      ,    ,                  ,        ,              ,Mooban       ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,10/28/2021 12:25,11/14/2022 10:09,         ,              ,11/14/2022 10:09,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,7/25/2022 11:56,                             ,                           ,11/14/2022 10:09,                ,83,                         ,"Average (some paved road, some potholes)         ",313,                          ,WASH;Latrines;Irrigation Dam;Irrigation Channel;Irrigation Repair;Education Scholarships;School Meals;School Dorms                                              ,                        ,                                                                                            ,                                         ,18.25059,98.12688,10/7/2020,40,zcrm_361303000000521090 ,zcrm_361303000000521090 ,83,47,110,Sgaw  ,Mae Sariang       ,120,Dry Season          ,25000,Mae Hong Son ,true             ,47,2,20,Ban Chang Maw         ,0,3,10,27,70,                            ,1,                      ,zcrm_361303000000521157        ,                    ,10,                            ,28,                                                                                                                         ,zcrm_361303000000814174     ,Prathom (Primary) ,zcrm_361303000000521090 ,1/1/1985,                                 ,1/1/2010,No                                      ,                                                                                               ,                                   ,Yes                             ,                 ,1/1/1984,No                            ,Government Water System;Well          ,1/1/2004,1/1/2005,Yes                                     ,                                ,Ban Mae Poon                  ,Ban Mae Poon                  ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,Further Education Scholarships;WASH                                      ,                   ,
zcrm_361303000000527066 ,zcrm_361303000000269001 ,       ,Khun Yuam Wittaya             ,      ,    ,                  ,        ,              ,             ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,10/28/2021 12:25,12/28/2022 15:01,         ,              ,12/28/2022 15:01,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,7/25/2022 11:20,                             ,                           ,12/28/2022 15:01,                ,           ,                         ,                                                   ,                 ,                          ,                                                                                                                                                                ,                        ,                                                                                            ,                                         ,             ,              ,                   ,                                 ,                        ,                        ,                       ,                      ,            ,      ,                  ,              ,                    ,                               ,             ,false            ,                          ,                     ,                     ,                      ,                        ,                     ,                    ,                               ,                          ,                            ,              ,                      ,                               ,                    ,                            ,                            ,                          ,                                                                                                                         ,                            ,                  ,                        ,                                   ,                                 ,                                   ,                                        ,                                                                                               ,                                   ,                                ,                 ,                              ,                              ,                                      ,                             ,                            ,                                        ,                                ,Khun Yuam Wittaya             ,Khun Yuam Wittaya             ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,School Meals;Further Education Scholarships                              ,                   ,
zcrm_361303000000527067 ,zcrm_361303000000269001 ,       ,Mae Tho                       ,      ,    ,                  ,        ,              ,             ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,10/28/2021 12:25,8/5/2022 6:58,         ,              ,8/5/2022 6:58,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,7/25/2022 11:20,                             ,                           ,8/5/2022 6:58,                ,           ,                         ,                                                   ,                 ,                          ,                                                                                                                                                                ,                        ,                                                                                            ,                                         ,             ,              ,                   ,                                 ,                        ,                        ,                       ,                      ,            ,      ,                  ,              ,                    ,                               ,             ,false            ,                          ,                     ,                     ,                      ,                        ,                     ,                    ,                               ,                          ,                            ,              ,                      ,                               ,                    ,                            ,                            ,                          ,                                                                                                                         ,                            ,                  ,                        ,                                   ,                                 ,                                   ,                                        ,                                                                                               ,                                   ,                                ,                 ,                              ,                              ,                                      ,                             ,                            ,                                        ,                                ,Mae Tho                       ,Mae Tho                       ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,Further Education Scholarships                                           ,                   ,
zcrm_361303000000527068 ,zcrm_361303000000269001 ,       ,Ban Tee Hue Lue               ,      ,    ,                  ,        ,              ,             ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,10/28/2021 12:25,8/5/2022 6:58,         ,              ,8/5/2022 6:58,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,7/25/2022 11:20,                             ,                           ,8/5/2022 6:58,                ,           ,                         ,                                                   ,                 ,                          ,                                                                                                                                                                ,                        ,                                                                                            ,                                         ,             ,              ,                   ,                                 ,                        ,                        ,                       ,                      ,            ,      ,                  ,              ,                    ,                               ,             ,false            ,                          ,                     ,                     ,                      ,                        ,                     ,                    ,                               ,                          ,                            ,              ,                      ,                               ,                    ,                            ,                            ,                          ,                                                                                                                         ,                            ,                  ,                        ,                                   ,                                 ,                                   ,                                        ,                                                                                               ,                                   ,                                ,                 ,                              ,                              ,                                      ,                             ,                            ,                                        ,                                ,Ban Tee Hue Lue               ,Ban Tee Hue Lue               ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,Further Education Scholarships                                           ,                   ,
zcrm_361303000000527069 ,zcrm_361303000000269001 ,       ,Ban Nam Tok                   ,      ,    ,                  ,        ,              ,             ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,10/28/2021 12:25,8/5/2022 6:58,         ,              ,8/5/2022 6:58,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,7/25/2022 11:20,                             ,                           ,8/5/2022 6:58,                ,           ,                         ,                                                   ,                 ,                          ,                                                                                                                                                                ,                        ,                                                                                            ,                                         ,             ,              ,                   ,                                 ,                        ,                        ,                       ,                      ,            ,      ,                  ,              ,                    ,                               ,             ,false            ,                          ,                     ,                     ,                      ,                        ,                     ,                    ,                               ,                          ,                            ,              ,                      ,                               ,                    ,                            ,                            ,                          ,                                                                                                                         ,                            ,                  ,                        ,                                   ,                                 ,                                   ,                                        ,                                                                                               ,                                   ,                                ,                 ,                              ,                              ,                                      ,                             ,                            ,                                        ,                                ,Ban Nam Tok                   ,Ban Nam Tok                   ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,Further Education Scholarships                                           ,                   ,
zcrm_361303000000527070 ,zcrm_361303000000269001 ,       ,Ban Khun Mae Yod              ,      ,    ,                  ,        ,              ,             ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,10/28/2021 12:25,8/5/2022 6:58,         ,              ,8/5/2022 6:58,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,7/25/2022 11:20,                             ,                           ,8/5/2022 6:58,                ,           ,                         ,                                                   ,                 ,                          ,                                                                                                                                                                ,                        ,                                                                                            ,                                         ,             ,              ,                   ,                                 ,                        ,                        ,                       ,                      ,            ,      ,                  ,              ,                    ,                               ,             ,false            ,                          ,                     ,                     ,                      ,                        ,                     ,                    ,                               ,                          ,                            ,              ,                      ,zcrm_361303000001881155        ,                    ,                            ,                            ,                          ,                                                                                                                         ,                            ,                  ,zcrm_361303000000461057 ,                                   ,                                 ,                                   ,                                        ,                                                                                               ,                                   ,                                ,                 ,                              ,                              ,                                      ,                             ,                            ,                                        ,                                ,Ban Khun Mae Yod              ,Ban Khun Mae Yod              ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,Further Education Scholarships                                           ,                   ,
zcrm_361303000000527071 ,zcrm_361303000000269001 ,       ,Ban Ma Hing Luang             ,      ,    ,                  ,        ,              ,             ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,10/28/2021 12:25,12/29/2022 9:20,         ,              ,12/29/2022 9:20,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,7/25/2022 11:20,                             ,                           ,12/29/2022 9:20,                ,72,                         ,                                                   ,473,                          ,"Blankets, Mosquito Nets, Latrine                                                                                                                              ",                        ,                                                                                            ,                                         ,18.682,98.04242,9/21/2004,30,                        ,zcrm_361303000000461057 ,202,43,135,      ,Khun Yuam         ,136,Dry Season          ,                               ,Mae Hong Son ,false            ,43,2,                     ,Ban Mae La Ka         ,                        ,18,                    ,7,106,                            ,              ,                      ,                               ,                    ,                            ,                            ,                          ,"Flu, Ulcer                                                                                                             ",                            ,Prathom (Primary) ,zcrm_361303000000461057 ,                                   ,                                 ,                                   ,                                        ,                                                                                               ,                                   ,Yes                             ,                 ,                              ,No                            ,Government Water System               ,                             ,                            ,                                        ,                                ,Ban Ma Hing Luang             ,Ban Ma Hing Luang             ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,Further Education Scholarships;WASH                                      ,                   ,
zcrm_361303000000534424 ,zcrm_361303000000269001 ,       ,Ban Huay Ma Ba                ,      ,    ,                  ,        ,              ,Yomban       ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,10/28/2021 16:47,12/2/2022 11:17,         ,              ,12/2/2022 11:17,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,                        ,0,             ,0,0,0,0,0,0,    ,              ,7/25/2022 11:29,                             ,                           ,12/2/2022 11:17,                ,38,                         ,"Average (some paved road, some potholes)         ",198,6/3/2021,WASH;WASH Repair;WASH Extension;Mosquito Nets;Irrigation Dam;Irrigation Channel;Irrigation Repair;Education Scholarships;School Meals                           ,                        ,                                                                                            ,Village Heaman;Village Leader;Villagers  ,18.56305,98.08861,10/14/2003,60,zcrm_361303000000401954 ,zcrm_361303000000401954 ,                       ,56,96,Sgaw  ,Mae La Noi        ,102,Dry Season          ,10000,Mae Hong Son ,false            ,56,1,                     ,Ban Khun Mae La Noi   ,6,                     ,12,6,15,23,4,                      ,zcrm_361303000000534466        ,                    ,10,                            ,65,Flu                                                                                                                      ,zcrm_361303000000401970     ,No Schools        ,zcrm_361303000000401954 ,                                   ,                                 ,                                   ,                                        ,                                                                                               ,                                   ,Yes                             ,                 ,                              ,No                            ,Government Water System               ,1/1/2004,1/1/2001,                                        ,                                ,Ban Huay Ma Ba                ,Ban Huay Ma Ba                ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,Irrigation;Further Education Scholarships;WASH                           ,                   ,
zcrm_361303000000543001 ,zcrm_361303000000269001 ,       ,Ban Pa Maak                   ,      ,    ,                  ,        ,              ,Mooban       ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,11/1/2021 13:07,2/9/2023 14:26,         ,              ,2/9/2023 14:26,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,                        ,0,             ,0,0,0,0,0,0,    ,              ,7/25/2022 11:58,                             ,                           ,2/9/2023 14:26,                ,100,                         ,Very Good (paved roads)                            ,350,5/18/2021,WASH Repair;WASH Extension;Irrigation Dam;Irrigation Channel;Education Scholarships                                                                             ,                        ,                                                                                            ,Village Heaman;Village Leader;Villagers  ,18.430025,97.879721,4/22/2000,60,zcrm_361303000000528038 ,zcrm_361303000000401954 ,                       ,1,170,Sgaw  ,Mae La Noi        ,180,All Seasons         ,25000,Mae Hong Son ,true             ,1,15,5,Mae La Noi            ,0,                     ,10,1,50,30,20,                      ,zcrm_361303000000401954        ,                    ,20,                            ,1,Flu                                                                                                                      ,zcrm_361303000000543045     ,Prathom (Primary) ,zcrm_361303000000401954 ,1/1/1981,                                 ,1/1/1991,                                        ,                                                                                               ,                                   ,Yes                             ,                 ,1/1/1981,No                            ,river                                 ,                             ,1/1/1981,                                        ,                                ,Ban Pa Maak                   ,Ban Pa Maak                   ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,Irrigation;Further Education Scholarships;WASH                           ,                   ,
zcrm_361303000000546098 ,zcrm_361303000000269001 ,       ,Ban Mae Khi                   ,      ,    ,                  ,        ,              ,Mooban       ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,11/1/2021 17:10,1/5/2023 6:33,         ,              ,1/5/2023 6:33,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,                        ,0,             ,0,0,0,0,0,0,    ,              ,7/25/2022 11:20,                             ,                           ,1/5/2023 6:33,                ,81,                         ,                                                   ,396,                          ,"Education Scholarship, Blankets,  Mosquito Nets, Latrine                                                                                                      ",                        ,FALSE                                                                                       ,                                         ,18.66254,97.85096,5/4/2010,40,zcrm_361303000001881209 ,zcrm_361303000000461057 ,84,34,166,      ,Khun Yuam         ,146,All Seasons         ,                               ,Mae Hong Son ,false            ,34,9,                     ,In the village        ,                        ,3,                    ,                               ,7,                            ,              ,                      ,zcrm_361303000000461077        ,                    ,5,                            ,34,Flu and Ulcer                                                                                                            ,                            ,Prathom (Primary) ,zcrm_361303000000461057 ,                                   ,                                 ,                                   ,                                        ,                                                                                               ,                                   ,Yes                             ,                 ,                              ,No                            ,Government Water System               ,                             ,                            ,                                        ,                                ,Ban Mae Khi                   ,Ban Mae Khi                   ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,School Meals;Further Education Scholarships;WASH                         ,                   ,
zcrm_361303000000654001 ,zcrm_361303000000269001 ,       ,Ban Pho So                    ,      ,    ,                  ,        ,              ,             ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,11/19/2021 8:24,8/5/2022 6:58,         ,              ,8/5/2022 6:58,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,                        ,0,             ,0,0,0,0,0,0,    ,              ,7/25/2022 11:20,                             ,                           ,8/5/2022 6:58,                ,           ,                         ,                                                   ,                 ,                          ,                                                                                                                                                                ,                        ,                                                                                            ,                                         ,             ,              ,                   ,                                 ,                        ,                        ,                       ,                      ,            ,      ,                  ,              ,                    ,                               ,             ,false            ,                          ,                     ,                     ,                      ,                        ,                     ,                    ,                               ,                          ,                            ,              ,                      ,                               ,                    ,                            ,                            ,                          ,                                                                                                                         ,                            ,                  ,                        ,                                   ,                                 ,                                   ,                                        ,                                                                                               ,                                   ,                                ,                 ,                              ,                              ,                                      ,                             ,                            ,                                        ,                                ,Ban Pho So                    ,Ban Pho So                    ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,School Meals                                                             ,                   ,
zcrm_361303000000667001 ,zcrm_361303000000269001 ,       ,Ban Mae Au (Mae Chaem)        ,      ,    ,                  ,        ,              ,Yomban       ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,11/22/2021 7:54,8/5/2022 10:22,         ,              ,8/5/2022 10:22,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,                        ,0,             ,0,0,0,0,0,0,    ,              ,7/25/2022 12:01,                             ,                           ,8/5/2022 10:22,                ,34,                         ,"Poor (not paved, lots of potholes)               ",113,                          ,WASH;WASH Repair;WASH Extension;Latrines;Mosquito Nets;Irrigation Dam;Irrigation Channel;Irrigation Repair;Education Scholarships;School Meals;School Buses     ,                        ,                                                                                            ,Village Heaman;Village Leader;Villagers  ,18.808386,98.252471,7/21/2021,40,zcrm_361303000000667033 ,zcrm_361303000000667033 ,46,87,35,Sgaw  ,Mae Chaem         ,32,Dry Season          ,20000,Chiang Mai   ,false            ,50,0,                     ,Ban Pang Ung          ,6,10,3,23,17,                            ,0,0,zcrm_361303000000667033        ,0,0,0,87,"Cholera, Hepatisis A & parasites                                                                                       ",zcrm_361303000000667043     ,No Schools        ,zcrm_361303000000461057 ,                                   ,                                 ,                                   ,No                                      ,Kindegarten 17 years ago                                                                       ,                                   ,Yes                             ,                 ,                              ,                              ,Government Water System               ,1/1/2008,1/1/2002,No                                      ,                                ,Ban Mae Au (Mae Chaem)        ,Ban Mae Au (Mae Chaem)        ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,WASH                                                                     ,                   ,
zcrm_361303000000702001 ,zcrm_361303000000269001 ,       ,Ban Mae Yuam Luang            ,      ,    ,                  ,        ,              ,Yomban       ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,11/26/2021 4:07,2/9/2023 14:25,         ,              ,2/9/2023 14:25,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,                        ,0,             ,0,0,0,0,0,0,    ,              ,7/25/2022 11:57,                             ,                           ,2/9/2023 14:25,                ,19,                         ,Very Good (paved roads)                            ,87,6/7/2020,WASH Repair;WASH Extension;Irrigation Dam;Irrigation Channel;Irrigation Repair;Education Scholarships;School Buses                                              ,                        ,                                                                                            ,Village Heaman;Villagers                 ,18.82872,97.917326,4/20/2000,50,zcrm_361303000000461057 ,zcrm_361303000000461057 ,                       ,12,47,Sgaw  ,Khun Yuam         ,40,All Seasons         ,20000,Mae Hong Son ,false            ,12,                     ,                     ,Ban Pang Tong         ,1,                     ,1,4,10,5,9,                      ,zcrm_361303000000461077        ,                    ,6,1,12,Flu                                                                                                                      ,zcrm_361303000000461087     ,No Schools        ,zcrm_361303000000461057 ,1/1/1991,                                 ,1/1/1996,                                        ,                                                                                               ,                                   ,Yes                             ,                 ,                              ,No                            ,Government Water System               ,1/1/2006,1/1/1986,                                        ,                                ,Ban Mae Yuam Luang            ,Ban Mae Yuam Luang            ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,Irrigation;Further Education Scholarships;WASH                           ,                   ,
zcrm_361303000000702035 ,zcrm_361303000000269001 ,       ,Ban Huay Ton Noon             ,      ,    ,                  ,        ,              ,Mooban       ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,11/26/2021 4:33,2/9/2023 14:26,         ,              ,2/9/2023 14:26,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,                        ,0,             ,0,0,0,0,0,0,    ,              ,7/28/2022 15:54,                             ,                           ,2/9/2023 14:26,                ,150,                         ,Very Good (paved roads)                            ,565,5/3/2020,WASH Repair;WASH Extension;Irrigation Dam;Irrigation Channel;Irrigation Repair;Education Scholarships;School Meals;School Buses                                 ,                        ,                                                                                            ,Village Heaman;Village Leader;Villagers  ,18.77794,97.75461,10/21/2002,45,zcrm_361303000000461057 ,zcrm_361303000000461057 ,                       ,25,275,Sgaw  ,Khun Yuam         ,290,All Seasons         ,12000,Mae Hong Son ,false            ,25,3,5,Ban Huay Ton Noon     ,0,                     ,12,0,135,25,10,                      ,zcrm_361303000000461077        ,1,15,1,25,Flu                                                                                                                      ,zcrm_361303000000704013     ,Prathom (Primary) ,zcrm_361303000000461057 ,1/1/1986,                                 ,1/1/2009,                                        ,                                                                                               ,                                   ,Yes                             ,                 ,1/1/1976,No                            ,                                      ,1/1/2006,1/1/1991,                                        ,                                ,Ban Huay Ton Noon             ,Ban Huay Ton Noon             ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,Irrigation;Further Education Scholarships;WASH                           ,                   ,
zcrm_361303000000707091 ,zcrm_361303000000269001 ,       ,Ban Ler Wa Day                ,      ,    ,                  ,        ,              ,Yomban       ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,11/26/2021 7:38,8/5/2022 6:58,         ,              ,8/5/2022 6:58,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,                        ,0,             ,0,0,0,0,0,0,    ,              ,7/25/2022 11:38,                             ,                           ,8/5/2022 6:58,                ,17,                         ,"Average (some paved road, some potholes)         ",105,1/6/2020,WASH Repair;WASH Extension;Mosquito Nets;Irrigation Dam;Irrigation Channel;Irrigation Repair;Education Scholarships;School Meals                                ,                        ,                                                                                            ,Villagers                                ,18.409533,97.705962,9/12/2014,50,zcrm_361303000000521090 ,zcrm_361303000000521090 ,                       ,70,51,Sgaw  ,Mae Sariang       ,54,Dry Season          ,10000,Mae Hong Son ,false            ,70,3,                     ,Ban Po Saw            ,3,                     ,0,10,13,4,0,                      ,zcrm_361303000000704077        ,                    ,2,                            ,10,Fllu                                                                                                                     ,zcrm_361303000000707122     ,No Schools        ,zcrm_361303000000521090 ,1/1/1995,                                 ,                                   ,No                                      ,                                                                                               ,                                   ,Yes                             ,                 ,                              ,No                            ,Government Water System               ,1/1/2005,1/1/1996,                                        ,                                ,Ban Ler Wa Day                ,Ban Ler Wa Day                ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,Irrigation                                                               ,                   ,
zcrm_361303000000707147 ,zcrm_361303000000269001 ,       ,Ban Po Saw                    ,      ,    ,                  ,        ,              ,Mooban       ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,11/26/2021 7:59,8/5/2022 10:39,         ,              ,8/5/2022 10:39,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,                        ,0,             ,0,0,0,0,0,0,    ,              ,7/25/2022 11:59,                             ,                           ,8/5/2022 10:39,                ,123,                         ,Very Good (paved roads)                            ,537,1/7/2020,WASH Repair;WASH Extension;Mosquito Nets;Irrigation Dam;Irrigation Channel;Irrigation Repair;Education Scholarships;School Meals;School Dorms                   ,                        ,                                                                                            ,Village Leader                           ,18.346565,97.693357,11/6/2014,50,zcrm_361303000000521090 ,zcrm_361303000000521090 ,                       ,60,254,Sgaw  ,Mae Sariang       ,283,All Seasons         ,20000,Mae Hong Son ,true             ,60,27,289,Ban Po Saw            ,0,                     ,9,0,119,8,5,                      ,zcrm_361303000000704077        ,2,37,1,0,Flu                                                                                                                      ,zcrm_361303000000704077     ,Prathom (Primary) ,zcrm_361303000000521090 ,1/1/1995,                                 ,                                   ,                                        ,                                                                                               ,                                   ,Yes                             ,                 ,1/1/1984,No                            ,Government Water System               ,1/1/2005,1/1/2019,                                        ,                                ,Ban Po Saw                    ,Ban Po Saw                    ,1/1/1997,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,Irrigation;WASH                                                          ,                   ,
zcrm_361303000000707181 ,zcrm_361303000000269001 ,       ,Ban Mae Lor                   ,      ,    ,                  ,        ,              ,Mooban       ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,11/26/2021 8:24,1/5/2023 7:22,         ,              ,1/5/2023 7:22,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,                        ,0,             ,0,0,0,0,0,0,    ,              ,7/25/2022 11:54,                             ,                           ,1/5/2023 7:22,                ,45,                         ,"Average (some paved road, some potholes)         ",299,10/26/2019,WASH;WASH Repair;WASH Extension;Irrigation Dam;Irrigation Channel;Irrigation Repair;Education Scholarships;School Meals;School Buses;School Dorms               ,                        ,                                                                                            ,Village Leader                           ,18.43209,97.693,12/14/2014,50,zcrm_361303000000521090 ,zcrm_361303000000521090 ,                       ,73,137,Sgaw  ,Mae Sariang       ,162,Dry Season          ,8000,Mae Hong Son ,true             ,73,5,45,Ban Po Saw            ,0,                     ,7,10,95,20,2,                      ,zcrm_361303000000704077        ,                    ,7,                            ,10,Flu                                                                                                                      ,zcrm_361303000000707122     ,Prathom (Primary) ,zcrm_361303000000521090 ,1/1/1995,1/1/1995,                                   ,                                        ,                                                                                               ,                                   ,Yes                             ,                 ,1/1/2015,                              ,Government Water System               ,1/1/2005,1/1/1995,                                        ,                                ,Ban Mae Lor                   ,Ban Mae Lor                   ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,Irrigation;WASH                                                          ,                   ,
